specimen_id,group_id,thickness_mm,hole_diameter_mm,angle_deg,elastic_modulus_mpa,friction_coef,temperature_c,insertion_speed_mm_s,material_family,data_source,design_revision,measured_at,retention_pass,post_retention_force_n
000542,FAM-018,3.28214,7.26069,22.5025,2412.21,0.167802,32.6422,14.5821,POM,test,R1,2024-10-16T08:00:00+00:00,1,24.3595
000543,FAM-012,3.18687,6.73883,20.1513,2847.6,0.34212,62.0827,49.9723,POM,test,R2,2024-02-06T15:00:00+00:00,1,27.2757
000544,FAM-012,3.09453,7.04511,20.5231,2838.34,0.439018,-13.7931,18.5191,POM,cae,R2,2024-02-05T13:00:00+00:00,1,31.3111
000545,FAM-034,2.36813,7.9322,38.5824,3007.88,0.19507,35.9986,49.9133,PA66,cae,R2,2024-01-25T05:00:00+00:00,0,19.8631
000546,FAM-011,3.62178,6.2107,41.9166,2776.22,0.193838,4.64182,16.7449,POM,cae,R3,2024-01-05T01:00:00+00:00,1,43.2234
000547,FAM-029,1.85077,8.02492,43.3065,2854.31,0.417308,4.42411,48.7969,POM,test,R2,2024-04-24T02:00:00+00:00,0,19.9596
000548,FAM-020,2.46551,8.02469,37.278,1407.68,0.434638,63.5539,48.7924,PP,test,R1,2024-02-23T23:00:00+00:00,0,11.0965
000549,FAM-003,1.31902,7.20278,40.395,1470.05,0.374748,16.0842,17.7594,PP,test,R2,2024-11-21T05:00:00+00:00,0,7.89791
000550,FAM-020,2.60855,8.50753,36.2568,1316.51,0.368213,40.2845,40.8913,PP,cae,R1,2024-02-13T23:00:00+00:00,0,9.0325
000551,FAM-036,1.80753,7.90431,38.7588,1404.05,0.353051,69.106,24.0889,PP,test,R1,2024-09-17T12:00:00+00:00,0,8.26112
000552,FAM-003,1.50531,7.39011,39.9091,1284.35,0.440241,-25.1623,47.5945,PP,test,R2,2024-11-26T00:00:00+00:00,0,10.8841
000553,FAM-008,1.97359,8.42479,36.6987,1298.04,0.172637,32.4417,37.2154,PP,test,R2,2024-10-10T08:00:00+00:00,0,10.0399
000554,FAM-022,3.30941,5.82074,44.2574,1303.79,0.221811,-9.92416,30.1479,PP,cae,R2,2024-03-28T21:00:00+00:00,0,24.9357
000555,FAM-022,3.35533,6.29064,42.4947,1310.17,0.370795,39.3584,33.1073,PP,cae,R2,2024-04-11T12:00:00+00:00,1,21.2907
000556,FAM-006,1.80275,5.24567,30.6492,1538.85,0.167865,-24.3765,16.4318,PP,cae,R3,2024-07-06T23:00:00+00:00,0,17.6389
000557,FAM-029,1.78732,8.45086,41.7479,2400.12,0.238863,39.5257,44.4213,POM,cae,R2,2024-04-06T17:00:00+00:00,0,8.50931
000558,FAM-027,1.79903,7.11808,21.2255,2728.74,0.359221,2.08458,28.7497,POM,test,R2,2024-06-13T07:00:00+00:00,0,14.9931
000559,FAM-034,2.4402,8.3013,30.8584,2762.68,0.398695,29.605,49.6292,PA66,test,R2,2024-01-19T00:00:00+00:00,0,18.427
000560,FAM-019,3.19469,8.43043,35.0245,1492.92,0.445186,28.6994,27.7863,PP,test,R1,2024-12-03T12:00:00+00:00,1,20.4528
000561,FAM-033,1.79581,8.541,29.0906,2817.66,0.294502,5.15437,17.5771,PA66,cae,R2,2024-05-19T05:00:00+00:00,0,10.9592
000562,FAM-020,2.52879,8.09591,40.3611,1428.07,0.1821,69.4159,33.2751,PP,test,R1,2024-02-08T01:00:00+00:00,0,5.24374
000563,FAM-009,2.3425,6.27334,36.8542,1472.5,0.434223,39.9357,32.4312,PP,test,R3,2024-12-08T08:00:00+00:00,0,15.439
000564,FAM-008,2.29181,8.79254,36.8398,1416.64,0.431304,60.6846,33.4147,PP,cae,R2,2024-10-11T19:00:00+00:00,0,7.73844
000565,FAM-006,1.73627,5.33956,31.5761,1487.94,0.414474,43.1591,41.3438,PP,test,R3,2024-07-05T13:00:00+00:00,0,13.7139
000566,FAM-040,2.03183,6.6629,41.9508,3079.04,0.279799,-1.99389,24.058,PA66,test,R2,2024-05-04T14:00:00+00:00,0,21.9093
000567,FAM-007,3.07909,7.34309,30.5,2938.87,0.40485,-28.5725,48.8586,PA66,cae,R2,2024-05-24T09:00:00+00:00,1,35.3953
000568,FAM-013,2.02378,7.69129,33.8813,3033.63,0.334834,63.8557,31.1074,PA66,test,R3,2024-04-09T10:00:00+00:00,0,13.1427
000569,FAM-014,2.34328,5.42268,22.344,1360.45,0.30736,-29.7221,35.7661,PP,test,R1,2024-11-08T06:00:00+00:00,1,23.8115
000570,FAM-027,1.88151,7.29676,18.7673,2698.05,0.242841,24.4665,25.9983,POM,cae,R2,2024-06-14T17:00:00+00:00,0,11.146
000571,FAM-015,2.45739,5.29965,24.1722,2932.06,0.206414,53.5575,20.937,PA66,test,R3,2024-05-20T17:00:00+00:00,1,29.6392
000572,FAM-017,2.23964,6.52448,37.7154,2524.43,0.441918,46.6759,11.3513,PA66,test,R1,2024-04-22T13:00:00+00:00,1,21.2302
000573,FAM-012,3.13027,6.81902,22.4063,2753.46,0.390124,76.1777,11.85,POM,test,R2,2024-02-02T01:00:00+00:00,1,23.6099
000574,FAM-019,3.19115,7.53087,34.5581,1299.71,0.260204,22.2452,18.0872,PP,test,R1,2024-12-09T16:00:00+00:00,0,16.5209
000575,FAM-040,2.64322,6.59495,45.552,2898.59,0.428111,49.6494,28.4455,PA66,test,R2,2024-05-20T03:00:00+00:00,1,28.8672
000576,FAM-036,1.55054,7.52924,36.3746,1475.16,0.254346,26.9722,13.9217,PP,cae,R1,2024-09-14T14:00:00+00:00,0,4.21245
000577,FAM-033,1.59492,8.78285,25.8929,2942.39,0.346522,72.2756,35.078,PA66,cae,R2,2024-05-06T01:00:00+00:00,0,7.98251
000578,FAM-012,3.12739,6.74917,22.9919,2713.12,0.373754,7.26518,35.1664,POM,test,R2,2024-02-14T09:00:00+00:00,1,30.0402
000579,FAM-039,2.19807,7.48038,29.2904,1362.66,0.17222,58.2587,7.56895,PP,test,R1,2024-01-14T07:00:00+00:00,0,7.268
000580,FAM-027,1.87413,7.45229,25.1786,2786.31,0.446383,5.63554,40.4563,POM,test,R2,2024-05-31T01:00:00+00:00,0,17.3799
000581,FAM-017,1.97775,6.70018,34.5735,2683,0.420446,76.8893,17.951,PA66,test,R1,2024-04-25T04:00:00+00:00,0,15.9588
000582,FAM-029,1.75019,8.09809,45.9546,2393.06,0.251634,-19.362,48.8438,POM,cae,R2,2024-04-19T06:00:00+00:00,0,13.3019
000583,FAM-012,3.48613,6.36217,21.3768,2813.66,0.195989,56.5669,49.8933,POM,test,R2,2024-02-12T16:00:00+00:00,1,28.3831
000584,FAM-037,2.19503,8.33631,42.4869,2596.89,0.384696,15.3556,5.64594,POM,test,R2,2025-01-07T06:00:00+00:00,0,17.0791
000585,FAM-019,3.01999,8.64026,40.0976,1355.19,0.364037,35.9836,35.3179,PP,test,R1,2024-12-11T22:00:00+00:00,0,14.5464
000586,FAM-018,3.47105,7.42761,24.345,2358.55,0.31992,-17.9395,36.2506,POM,cae,R1,2024-10-10T09:00:00+00:00,1,31.4999
000587,FAM-036,2.03141,7.66843,39.2125,1280.73,0.205867,-24.803,9.71602,PP,test,R1,2024-09-16T10:00:00+00:00,0,11.9455
000588,FAM-001,2.59725,6.24775,29.5559,2531.41,0.250916,49.6484,5.89977,POM,cae,R2,2024-09-20T13:00:00+00:00,0,22.944
000589,FAM-002,1.52037,5.58645,32.0375,2440.95,0.216394,-9.76949,24.2984,POM,cae,R2,2024-03-07T22:00:00+00:00,0,12.7019
000590,FAM-010,2.3578,5.61891,20.4453,2745.61,0.363084,40.7564,32.3373,POM,cae,R3,2024-02-15T17:00:00+00:00,1,28.3481
000591,FAM-001,2.88,6.54435,30.1984,2628.8,0.398674,31.319,34.5838,POM,test,R2,2024-09-18T00:00:00+00:00,1,28.6918
000592,FAM-005,2.71786,7.09418,39.5101,2576.32,0.186194,0.324144,23.3476,PA66,cae,R3,2024-01-13T21:00:00+00:00,1,23.9394
000593,FAM-003,1.62709,7.04361,40.1686,1413.77,0.239033,-12.3683,10.8406,PP,test,R2,2024-11-17T23:00:00+00:00,0,12.9609
000594,FAM-040,2.61383,6.28896,43.7212,2661.87,0.277799,37.9186,12.7388,PA66,test,R2,2024-05-03T08:00:00+00:00,0,24.482
000595,FAM-039,2.10029,7.55239,31.6638,1361.64,0.200467,47.1755,45.2946,PP,test,R1,2024-01-13T18:00:00+00:00,0,9.56293
000596,FAM-012,3.15746,6.88476,20.5301,2725.94,0.355761,19.018,42.9459,POM,cae,R2,2024-02-05T13:00:00+00:00,1,27.2781
000597,FAM-036,1.75104,7.70305,39.1872,1324.4,0.262741,50.2073,7.36253,PP,test,R1,2024-09-19T13:00:00+00:00,0,6.93927
000598,FAM-026,1.79283,7.74025,20.5096,2443.72,0.399505,44.0402,45.4553,POM,test,R2,2024-02-19T04:00:00+00:00,0,8.56343
000599,FAM-034,2.37514,8.5169,38.7923,2771.77,0.425219,57.6228,5.7527,PA66,cae,R2,2024-01-26T00:00:00+00:00,0,19.2489
000600,FAM-017,2.21851,6.75135,32.5604,2769.8,0.286913,32.1529,44.2361,PA66,test,R1,2024-04-26T23:00:00+00:00,0,19.4473
