specimen_id,group_id,thickness_mm,hole_diameter_mm,angle_deg,elastic_modulus_mpa,friction_coef,temperature_c,insertion_speed_mm_s,material_family,data_source,design_revision,measured_at,insertion_force_n,post_retention_force_n
000522,FAM-032,3.56673,6.61506,17.5579,2739.92,0.238598,1.21339,17.4561,PA66,cae,R2,2024-02-15T23:00:00+00:00,35.3076,33.1553
000523,FAM-008,2.86618,6.05972,28.3768,2357.09,0.277627,-22.2462,34.6295,POM,test,R2,2024-07-21T09:00:00+00:00,34.7929,33.9428
000524,FAM-029,1.85783,4.9974,20.4654,2400.37,0.437708,45.1604,8.95837,POM,test,R3,2024-11-19T04:00:00+00:00,17.0018,20.0243
000525,FAM-018,1.65445,7.36853,13.81,2541.68,0.433311,-29.8206,26.327,PA66,cae,R2,2024-12-31T10:00:00+00:00,14.8573,12.2422
000526,FAM-034,2.14848,5.97478,29.8176,1352.1,0.364475,44.3323,14.7799,PP,cae,R1,2024-10-30T03:00:00+00:00,14.1257,10.5834
000527,FAM-006,3.44784,8.34494,15.6374,2797.48,0.170682,-2.45857,7.82435,PA66,test,R2,2024-01-11T13:00:00+00:00,22.4342,25.1729
000528,FAM-023,3.34802,7.28732,22.8495,2719.54,0.328002,52.0715,5.16765,PA66,test,R3,2024-09-28T15:00:00+00:00,22.6286,25.3263
000529,FAM-040,2.67887,8.29935,33.0878,2833.94,0.446723,54.6725,19.6138,PA66,test,R1,2024-07-13T23:00:00+00:00,25.0339,21.8303
000530,FAM-033,2.09861,8.43253,26.977,2789.14,0.434075,49.6518,31.5289,PA66,test,R2,2024-04-27T07:00:00+00:00,14.4153,15.7636
000531,FAM-014,2.97992,7.81634,28.3393,2899.65,0.181801,-27.3068,25.4854,PA66,test,R2,2024-02-23T04:00:00+00:00,28.5089,26.3462
000532,FAM-023,3.48982,7.43511,23.9666,2893.5,0.26879,47.411,18.5796,PA66,test,R3,2024-10-08T03:00:00+00:00,27.5102,26.187
000533,FAM-040,2.66712,7.97469,34.1105,2698.12,0.244661,78.916,49.604,PA66,test,R1,2024-07-15T09:00:00+00:00,20.4402,17.7476
000534,FAM-034,2.34772,5.57413,33.163,1356.94,0.188918,-3.31121,47.2786,PP,cae,R1,2024-11-17T14:00:00+00:00,19.1414,15.8518
000535,FAM-026,1.71206,7.52302,34.7827,2644.28,0.358439,0.166243,10.6544,POM,cae,R3,2024-07-03T01:00:00+00:00,12.6144,17.4888
000536,FAM-025,2.97182,7.59021,40.0769,1427,0.232155,59.4879,23.6798,PP,cae,R3,2024-06-13T18:00:00+00:00,18.8921,11.6107
000537,FAM-017,2.51548,6.49277,23.6303,1348.12,0.25346,-12.3564,34.1981,PP,test,R1,2024-01-11T11:00:00+00:00,19.4333,12.6192
000538,FAM-010,2.59954,5.41625,31.7021,2704.98,0.177108,42.6642,38.0071,PA66,test,R2,2024-08-20T19:00:00+00:00,26.5862,31.4717
000539,FAM-040,2.88917,8.28997,36.1916,2908.67,0.29939,53.0529,21.4867,PA66,test,R1,2024-07-13T11:00:00+00:00,22.5709,21.7749
000540,FAM-004,2.86298,6.19353,20.4309,2676.65,0.19745,-25.9123,38.5827,POM,test,R3,2024-12-13T03:00:00+00:00,33.0975,28.6493
000541,FAM-008,3.14694,6.0509,28.5039,2410.23,0.279627,30.9138,10.5868,POM,test,R2,2024-07-21T00:00:00+00:00,27.7419,33.1804
000542,FAM-029,1.4925,5.40345,18.6923,2569.34,0.193003,33.3465,19.9316,POM,cae,R3,2024-11-17T13:00:00+00:00,11.0187,8.62489
000543,FAM-024,3.27977,7.85054,38.3523,1509.96,0.436155,3.37872,37.2395,PP,cae,R3,2024-10-27T12:00:00+00:00,31.9639,23.5911
000544,FAM-037,2.05947,6.01474,38.3601,2358.88,0.193495,66.3979,33.1557,POM,cae,R1,2024-06-19T19:00:00+00:00,13.3902,17.6833
000545,FAM-040,2.85948,8.17787,33.5926,2998.89,0.306566,-12.0975,42.6745,PA66,test,R1,2024-07-22T21:00:00+00:00,32.4781,25.4449
000546,FAM-032,3.44521,6.71221,20.9696,2611.38,0.209094,10.0614,7.10857,PA66,test,R2,2024-02-20T03:00:00+00:00,27.9588,29.6952
000547,FAM-034,2.32314,6.03503,33.7897,1402.03,0.172909,63.3536,12.8476,PP,test,R1,2024-11-12T07:00:00+00:00,10.2089,12.6315
000548,FAM-007,3.15662,6.73216,36.5212,1378.81,0.210693,-9.0293,7.18226,PP,test,R1,2024-08-08T04:00:00+00:00,20.6607,18.1331
000549,FAM-016,1.65486,8.16263,31.6281,2525.67,0.166432,60.3512,13.6451,PA66,cae,R3,2024-06-11T02:00:00+00:00,6.13967,8.91579
000550,FAM-006,3.1989,8.31693,17.4186,3032.62,0.191819,-21.3024,5.19273,PA66,test,R2,2024-01-26T00:00:00+00:00,21.7363,25.0128
000551,FAM-034,2.27246,5.88392,32.5117,1387.38,0.298045,23.8152,27.6895,PP,cae,R1,2024-11-03T01:00:00+00:00,17.2263,12.9077
000552,FAM-032,3.32779,6.64665,21.3008,3054.39,0.345545,-21.7136,28.7741,PA66,test,R2,2024-02-25T12:00:00+00:00,47.796,39.6478
000553,FAM-019,3.35207,5.58069,18.864,2680.58,0.176202,44.5694,34.6051,PA66,cae,R2,2024-03-15T03:00:00+00:00,32.8791,34.5944
000554,FAM-013,2.74045,8.19072,30.4634,3005.11,0.282306,56.9662,22.3211,PA66,cae,R1,2024-09-29T04:00:00+00:00,19.891,21.3117
000555,FAM-018,1.33745,7.42947,15.4574,3036.54,0.324374,63.4844,5.14435,PA66,test,R2,2025-01-04T02:00:00+00:00,5.55479,6.86272
000556,FAM-019,2.96506,5.67022,18.8916,2831.83,0.220268,77.9388,35.3251,PA66,cae,R2,2024-03-20T17:00:00+00:00,28.2671,29.9706
000557,FAM-010,1.98832,5.56785,32.6112,2633.5,0.261624,43.9217,7.4431,PA66,test,R2,2024-08-23T15:00:00+00:00,15.2186,19.8537
000558,FAM-019,3.12014,5.39736,15.071,2903.74,0.17155,54.5968,43.9777,PA66,cae,R2,2024-03-20T23:00:00+00:00,30.8936,34.9512
000559,FAM-032,3.40676,6.64765,21.4302,2827.43,0.216039,25.6334,6.01943,PA66,cae,R2,2024-02-09T02:00:00+00:00,28.0013,28.7899
000560,FAM-031,2.92585,5.85274,27.5025,3048.94,0.290026,70.4011,28.8714,PA66,cae,R2,2024-09-01T05:00:00+00:00,26.8852,30.0733
000561,FAM-017,2.771,6.8743,25.113,1383,0.447133,40.8134,45.2713,PP,cae,R1,2024-01-03T10:00:00+00:00,19.1974,14.2554
000562,FAM-004,3.07451,6.69077,18.1996,2479.63,0.44888,67.1907,30.762,POM,test,R3,2024-12-10T15:00:00+00:00,27.3532,25.9137
000563,FAM-031,2.96397,5.75358,28.3342,2597.44,0.443887,-4.10028,32.3788,PA66,cae,R2,2024-09-17T03:00:00+00:00,44.7155,42.436
000564,FAM-020,2.44312,5.54258,47.5394,2703.29,0.276926,24.6412,35.6725,POM,test,R1,2024-08-17T05:00:00+00:00,31.3138,31.7766
000565,FAM-013,2.88032,8.36139,25.8558,3065.5,0.174204,50.2801,10.5084,PA66,test,R1,2024-10-03T10:00:00+00:00,16.8358,22.2173
000566,FAM-021,3.09948,7.69321,39.9182,1267.94,0.247072,-7.70061,35.3717,PP,test,R1,2024-03-08T00:00:00+00:00,24.4734,18.5906
000567,FAM-017,2.65558,7.30323,23.2505,1467.32,0.221314,-6.75262,44.616,PP,cae,R1,2024-01-13T09:00:00+00:00,17.2614,13.4005
000568,FAM-007,3.1695,6.47431,40.1256,1519.54,0.154238,77.5847,48.8399,PP,test,R1,2024-08-12T18:00:00+00:00,20.031,16.7501
000569,FAM-023,3.26667,7.32576,22.0514,2561.88,0.17857,17.8071,24.9373,PA66,test,R3,2024-10-05T12:00:00+00:00,26.0508,21.1016
000570,FAM-016,2.25579,7.96315,33.8572,2581.7,0.285958,-10.0003,20.5027,PA66,cae,R3,2024-06-06T10:00:00+00:00,18.6295,20.7133
000571,FAM-022,2.06514,6.81408,35.1856,2907.5,0.251899,6.46103,38.8989,PA66,test,R1,2024-12-10T11:00:00+00:00,17.9889,19.8438
000572,FAM-007,3.13466,6.5997,34.7819,1441.43,0.204106,13.7114,29.4293,PP,test,R1,2024-08-24T22:00:00+00:00,25.4102,19.8279
000573,FAM-024,3.03314,8.22926,43.605,1279.27,0.36483,38.5394,16.5787,PP,test,R3,2024-10-31T12:00:00+00:00,18.2302,17.9506
000574,FAM-005,1.54881,8.39286,20.5978,2773.9,0.257135,71.5316,12.7471,POM,test,R3,2024-07-09T12:00:00+00:00,5.86921,6.08522
000575,FAM-024,3.5137,8.31182,46.8594,1406.56,0.40556,78.5249,12.6604,PP,cae,R3,2024-10-21T22:00:00+00:00,19.5055,17.4287
000576,FAM-017,2.57003,6.81667,24.1485,1514.02,0.222293,41.6869,25.663,PP,test,R1,2024-01-18T03:00:00+00:00,15.6279,12.9847
000577,FAM-028,1.7136,6.14937,24.4624,2796.56,0.311518,46.9915,12.6556,POM,test,R1,2024-10-22T02:00:00+00:00,10.3271,13.84
000578,FAM-015,2.42237,8.36146,22.3823,2762.5,0.205242,5.40121,5.88735,POM,cae,R3,2024-10-07T10:00:00+00:00,11.2164,14.7473
000579,FAM-028,1.57186,6.29465,19.6145,2608.27,0.29859,64.2874,7.34399,POM,cae,R1,2024-10-26T07:00:00+00:00,7.29064,13.5678
000580,FAM-017,2.81375,6.69177,27.8934,1330.48,0.19574,-6.04218,46.8448,PP,cae,R1,2024-01-05T04:00:00+00:00,20.8115,15.161
000581,FAM-035,2.40361,5.09436,22.6234,2603.11,0.198474,-18.2981,8.28326,POM,test,R1,2024-04-11T02:00:00+00:00,19.2026,34.7395
000582,FAM-027,2.16633,7.04829,30.5729,2392.42,0.333667,77.0582,8.29313,POM,cae,R3,2024-09-05T21:00:00+00:00,8.81668,12.9134
000583,FAM-035,2.31863,5.42052,19.3635,2682.6,0.229136,65.0553,25.3035,POM,test,R1,2024-04-10T14:00:00+00:00,18.9518,23.2354
000584,FAM-004,2.97741,6.17659,19.6756,2409.67,0.20171,3.40096,16.0295,POM,test,R3,2024-12-03T16:00:00+00:00,26.8207,25.3294
000585,FAM-010,2.4601,5.58448,31.5309,2806.26,0.42893,44.2688,48.3212,PA66,test,R2,2024-08-23T02:00:00+00:00,34.4969,28.595
000586,FAM-013,2.55267,8.135,29.1677,2550.45,0.162901,21.372,45.9944,PA66,cae,R1,2024-09-22T08:00:00+00:00,18.1315,18.6367
000587,FAM-016,1.84583,8.26921,33.1212,2687.73,0.319544,5.5441,23.2134,PA66,test,R3,2024-06-11T14:00:00+00:00,11.2913,12.9156
000588,FAM-015,2.29957,7.65131,20.8072,2460.68,0.314479,1.54516,25.1929,POM,cae,R3,2024-10-07T12:00:00+00:00,15.9594,15.5351
000589,FAM-008,3.01731,5.9382,29.0841,2662.42,0.225183,-15.037,21.8801,POM,test,R2,2024-07-23T16:00:00+00:00,35.9486,39.2177
000590,FAM-003,3.01081,7.84592,41.5786,2960.6,0.285832,30.425,6.70398,PA66,test,R3,2024-12-29T16:00:00+00:00,23.2991,29.9622
000591,FAM-022,2.1148,7.00458,33.596,2552.09,0.176321,19.1256,18.1781,PA66,test,R1,2024-12-09T09:00:00+00:00,15.1873,14.9004
000592,FAM-039,1.84453,7.29464,29.2403,2996.16,0.366381,26.3405,10.5203,PA66,test,R3,2024-05-07T18:00:00+00:00,17.4268,15.7386
000593,FAM-025,3.1725,7.37698,39.0256,1501.01,0.216509,-6.31071,9.60666,PP,test,R3,2024-06-25T06:00:00+00:00,24.5558,19.3058
000594,FAM-032,3.55639,6.76961,22.5712,2711.67,0.208016,73.2472,30.2388,PA66,cae,R2,2024-02-10T01:00:00+00:00,28.6579,27.2703
000595,FAM-038,2.42954,7.49889,38.3278,1444.52,0.244464,40.245,9.44442,PP,cae,R1,2024-03-29T21:00:00+00:00,10.4377,13.0845
000596,FAM-032,3.37621,6.52981,19.682,2745.46,0.420711,68.9561,9.63191,PA66,test,R2,2024-02-15T00:00:00+00:00,31.1948,32.2783
000597,FAM-005,1.70934,8.14025,12.4474,2420.18,0.38894,-17.9802,26.6231,POM,test,R3,2024-07-11T06:00:00+00:00,9.51686,9.19203
000598,FAM-028,1.46512,6.47603,22.1002,2614.9,0.434068,38.5136,24.9027,POM,test,R1,2024-10-17T02:00:00+00:00,9.21745,12.9611
000599,FAM-004,2.72271,6.37615,21.7874,2384.91,0.345589,63.4408,11.1936,POM,test,R3,2024-12-22T05:00:00+00:00,19.1922,22.9896
000600,FAM-027,2.29241,7.35783,27.3968,2796.81,0.348876,6.40129,5.20021,POM,test,R3,2024-08-19T09:00:00+00:00,16.6425,16.0654
